Year,IMDb,Rotten_Tomatoes,Year.1,IMDb.1,Rotten_Tomatoes.1,Netflix,Hulu,Prime Video,Disney+
0.017094017094017,0.6235294117647059,0.2666666666666666,4,6.4,34.0,1,0,0,0
0.3162393162393163,0.8705882352941177,0.5555555555555556,39,8.5,60.0,0,1,1,0
0.0085470085470085,0.6705882352941176,0.4888888888888889,3,6.8,54.0,1,0,0,0
0.1025641025641025,0.7058823529411764,0.2222222222222222,14,7.1,30.0,0,0,1,0
0.0598290598290598,0.8235294117647058,0.2555555555555556,9,8.1,33.0,0,1,0,0
0.0598290598290598,0.7058823529411764,0.4888888888888889,9,7.1,54.0,1,0,0,0
0.4444444444444445,0.8823529411764706,0.5,54,8.6,55.0,0,0,1,0
0.0512820512820512,0.8470588235294119,0.7555555555555555,8,8.3,78.0,0,0,1,0
0.0256410256410256,0.4470588235294118,0.3333333333333333,5,4.9,40.0,0,1,0,0
0.0341880341880341,0.3882352941176471,0.0444444444444444,6,4.4,14.0,0,0,1,0
0.1111111111111111,0.7529411764705882,0.6333333333333333,15,7.5,67.0,0,1,0,0
0.0,0.6470588235294117,0.5333333333333333,2,6.6,58.0,1,0,0,0
0.0598290598290598,0.8235294117647058,0.0444444444444444,9,8.1,14.0,0,0,1,0
0.0854700854700854,0.6352941176470588,0.2,12,6.5,28.0,0,1,0,0
0.1367521367521367,0.6117647058823529,0.5222222222222221,18,6.3,57.0,0,0,0,1
0.1367521367521367,0.6352941176470588,0.3444444444444444,18,6.5,41.0,0,1,0,0
0.0683760683760683,0.7411764705882353,0.0,10,7.4,10.0,0,0,1,0
0.0854700854700854,0.7058823529411764,0.4555555555555555,12,7.1,51.0,0,1,0,0
0.017094017094017,0.6941176470588235,0.3777777777777778,4,7.0,44.0,1,0,1,0
0.0683760683760683,0.6941176470588235,0.3888888888888889,10,7.0,45.0,0,1,0,0
0.0341880341880341,0.8470588235294119,0.3777777777777778,6,8.3,44.0,0,0,1,0
0.0512820512820512,0.6117647058823529,0.2777777777777778,8,6.3,35.0,1,0,0,0
0.0256410256410256,0.6117647058823529,0.5222222222222221,5,6.3,57.0,0,1,0,0
0.0,0.8470588235294119,0.6,2,8.3,64.0,0,1,0,0
0.0256410256410256,0.8352941176470587,0.5666666666666667,5,8.2,61.0,1,0,0,0
0.0256410256410256,0.5647058823529413,0.4333333333333334,5,5.9,49.0,1,0,0,0
0.0256410256410256,0.7764705882352941,0.2777777777777778,5,7.7,35.0,0,0,1,0
0.0085470085470085,0.6705882352941176,0.5111111111111111,3,6.8,56.0,1,0,0,0
0.0854700854700854,0.4941176470588235,0.3777777777777778,12,5.3,44.0,0,1,0,0
0.0854700854700854,0.7294117647058823,0.0888888888888888,12,7.3,18.0,0,1,0,0
0.0256410256410256,0.8,0.2222222222222222,5,7.9,30.0,0,0,0,1
0.0769230769230769,0.8235294117647058,0.4000000000000001,11,8.1,46.0,0,1,0,0
0.0427350427350427,0.7529411764705882,0.5333333333333333,7,7.5,58.0,0,1,0,0
0.0085470085470085,0.6,0.4111111111111111,3,6.2,47.0,1,0,0,0
0.0598290598290598,0.6,0.4888888888888889,9,6.2,54.0,0,0,1,0
0.0512820512820512,0.788235294117647,0.6555555555555556,8,7.8,69.0,0,1,0,0
0.1025641025641025,0.7647058823529411,0.7,14,7.6,73.0,0,1,0,0
0.0769230769230769,0.4705882352941176,0.3222222222222222,11,5.1,39.0,0,0,1,0
0.1965811965811966,0.8,0.5222222222222221,25,7.9,57.0,0,1,0,0
0.0341880341880341,0.788235294117647,0.0444444444444444,6,7.8,14.0,0,0,1,0
0.0085470085470085,0.7529411764705882,0.7444444444444445,3,7.5,77.0,1,0,0,0
0.017094017094017,0.788235294117647,0.4222222222222222,4,7.8,48.0,1,0,0,0
0.0683760683760683,0.5411764705882354,0.5444444444444444,10,5.7,59.0,1,0,0,0
0.0769230769230769,0.8588235294117648,0.7555555555555555,11,8.4,78.0,1,0,0,0
0.0512820512820512,0.6117647058823529,0.1555555555555555,8,6.3,24.0,0,0,1,0
0.0256410256410256,0.6,0.5444444444444444,5,6.2,59.0,0,0,1,0
0.0256410256410256,0.7176470588235294,0.5,5,7.2,55.0,1,0,0,0
0.0341880341880341,0.788235294117647,0.0333333333333333,6,7.8,13.0,0,0,1,0
0.0512820512820512,0.5058823529411766,0.5111111111111111,8,5.4,56.0,1,0,0,0
0.0427350427350427,0.8588235294117648,0.5222222222222221,7,8.4,57.0,1,0,0,0
0.4700854700854701,0.7176470588235294,0.3111111111111111,57,7.2,38.0,0,0,1,0
0.0256410256410256,0.9058823529411766,0.5888888888888889,5,8.8,63.0,1,0,0,0
0.0341880341880341,0.7411764705882353,0.5,6,7.4,55.0,1,0,0,0
0.0512820512820512,0.4705882352941176,0.2,8,5.1,28.0,1,0,0,0
0.1794871794871795,0.7647058823529411,0.7111111111111111,23,7.6,74.0,0,1,0,0
0.1367521367521367,0.8470588235294119,0.7444444444444445,18,8.3,77.0,0,0,1,0
0.0769230769230769,0.5294117647058824,0.3555555555555555,11,5.6,42.0,0,1,0,0
0.0769230769230769,0.8235294117647058,0.0,11,8.1,10.0,0,0,1,0
0.0854700854700854,0.7529411764705882,0.2666666666666666,12,7.5,34.0,0,1,0,0
0.0085470085470085,0.3647058823529412,0.0999999999999999,3,4.2,19.0,0,1,0,0
0.1794871794871795,0.6588235294117647,0.0333333333333333,23,6.7,13.0,0,1,0,0
0.0341880341880341,0.8588235294117648,0.5888888888888889,6,8.4,63.0,1,0,0,0
0.0,0.6352941176470588,0.6222222222222222,2,6.5,66.0,0,0,0,1
0.0085470085470085,0.6705882352941176,0.2333333333333333,3,6.8,31.0,0,0,1,0
0.1025641025641025,0.8235294117647058,0.3,14,8.1,37.0,0,0,1,0
0.017094017094017,0.5764705882352941,0.3,4,6.0,37.0,1,0,0,0
0.0256410256410256,0.7529411764705882,0.4444444444444445,5,7.5,50.0,1,0,0,0
0.7435897435897436,0.8823529411764706,0.5777777777777777,89,8.6,62.0,0,1,0,0
0.0769230769230769,0.6,0.1333333333333333,11,6.2,22.0,0,1,0,0
0.0341880341880341,0.9176470588235296,0.0444444444444444,6,8.9,14.0,0,0,1,0
0.0085470085470085,0.5411764705882354,0.3777777777777778,3,5.7,44.0,1,0,0,0
0.0427350427350427,0.8823529411764706,0.8222222222222222,7,8.6,84.0,0,1,0,0
0.0427350427350427,0.7294117647058823,0.0777777777777777,7,7.3,17.0,0,0,1,0
0.0427350427350427,0.6352941176470588,0.3333333333333333,7,6.5,40.0,0,0,1,0
0.1367521367521367,0.7058823529411764,0.4888888888888889,18,7.1,54.0,0,1,0,0
0.0598290598290598,0.8117647058823529,0.7444444444444445,9,8.0,77.0,1,0,1,0
0.0683760683760683,0.4941176470588235,0.3555555555555555,10,5.3,42.0,0,0,0,1
0.0598290598290598,0.8,0.7555555555555555,9,7.9,78.0,0,0,1,0
0.0085470085470085,0.7176470588235294,0.4333333333333334,3,7.2,49.0,0,0,1,0
0.0769230769230769,0.6470588235294117,0.3888888888888889,11,6.6,45.0,1,0,0,0
0.017094017094017,0.6117647058823529,0.4444444444444445,4,6.3,50.0,1,0,0,0
0.017094017094017,0.6470588235294117,0.4666666666666667,4,6.6,52.0,1,0,0,0
0.0427350427350427,0.6117647058823529,0.2333333333333333,7,6.3,31.0,1,0,0,0
0.0256410256410256,0.4823529411764706,0.3333333333333333,5,5.2,40.0,1,0,0,0
0.1538461538461538,0.8,0.0444444444444444,20,7.9,14.0,0,0,1,0
0.0512820512820512,0.7764705882352941,0.0777777777777777,8,7.7,17.0,0,0,1,0
0.0341880341880341,0.8235294117647058,0.3888888888888889,6,8.1,45.0,1,0,0,0
0.0,0.7647058823529411,0.5444444444444444,2,7.6,59.0,1,0,0,0
0.1709401709401709,0.8470588235294119,0.4777777777777778,22,8.3,53.0,0,1,0,0
0.0427350427350427,0.8117647058823529,0.4555555555555555,7,8.0,51.0,1,0,0,0
0.094017094017094,0.8117647058823529,0.5,13,8.0,55.0,0,1,0,0
0.094017094017094,0.5411764705882354,0.3777777777777778,13,5.7,44.0,0,0,1,0
0.0085470085470085,0.7294117647058823,0.4888888888888889,3,7.3,54.0,0,0,0,1
0.017094017094017,0.6235294117647059,0.5444444444444444,4,6.4,59.0,1,0,0,0
0.0598290598290598,0.5176470588235295,0.0333333333333333,9,5.5,13.0,0,0,1,0
0.0341880341880341,0.7411764705882353,0.6444444444444444,6,7.4,68.0,0,1,0,0
0.2820512820512821,0.8823529411764706,0.6,35,8.6,64.0,0,0,1,0
0.017094017094017,0.6117647058823529,0.5,4,6.3,55.0,1,0,0,0
0.1367521367521367,0.8470588235294119,0.8555555555555555,18,8.3,87.0,0,1,1,0
0.0341880341880341,0.7411764705882353,0.2777777777777778,6,7.4,35.0,1,0,0,0
0.0341880341880341,0.6470588235294117,0.2111111111111111,6,6.6,29.0,0,0,1,0
0.0256410256410256,0.4705882352941176,0.4444444444444445,5,5.1,50.0,0,1,0,0
0.1025641025641025,0.8823529411764706,0.5777777777777777,14,8.6,62.0,0,1,0,0
0.0341880341880341,0.7764705882352941,0.0333333333333333,6,7.7,13.0,0,0,1,0
0.094017094017094,0.6,0.0,13,6.2,10.0,0,0,1,0
0.0854700854700854,0.6588235294117647,0.3222222222222222,12,6.7,39.0,1,0,0,0
0.0085470085470085,0.7411764705882353,0.6333333333333333,3,7.4,67.0,1,0,1,0
0.0085470085470085,0.7294117647058823,0.6888888888888889,3,7.3,72.0,1,0,0,0
0.0085470085470085,0.4823529411764706,0.3,3,5.2,37.0,0,0,1,0
0.0256410256410256,0.8705882352941177,0.4000000000000001,5,8.5,46.0,1,0,0,0
0.0341880341880341,0.8,0.2111111111111111,6,7.9,29.0,0,0,1,0
0.094017094017094,0.7764705882352941,0.3555555555555555,13,7.7,42.0,0,0,1,0
0.0854700854700854,0.8588235294117648,0.4333333333333334,12,8.4,49.0,0,0,1,0
0.0512820512820512,0.8823529411764706,0.2888888888888889,8,8.6,36.0,0,0,0,1
0.0256410256410256,0.8352941176470587,0.4777777777777778,5,8.2,53.0,1,0,0,0
0.0256410256410256,0.7529411764705882,0.3444444444444444,5,7.5,41.0,1,0,0,0
0.0341880341880341,0.8352941176470587,0.7444444444444445,6,8.2,77.0,1,0,0,0
0.0512820512820512,0.7647058823529411,0.611111111111111,8,7.6,65.0,0,1,0,0
0.0,0.5764705882352941,0.5555555555555556,2,6.0,60.0,0,0,0,1
0.0427350427350427,0.7411764705882353,0.6888888888888889,7,7.4,72.0,1,0,0,0
0.2051282051282051,0.6705882352941176,0.6444444444444444,26,6.8,68.0,0,1,0,0
0.0341880341880341,0.6235294117647059,0.0888888888888888,6,6.4,18.0,0,0,1,0
0.0598290598290598,0.788235294117647,0.6444444444444444,9,7.8,68.0,0,1,0,0
0.0341880341880341,0.6705882352941176,0.7888888888888889,6,6.8,81.0,1,1,0,0
0.0427350427350427,0.7647058823529411,0.5,7,7.6,55.0,1,0,0,0
0.1025641025641025,0.5529411764705883,0.2444444444444444,14,5.8,32.0,0,0,1,0
0.0683760683760683,0.5058823529411766,0.5444444444444444,10,5.4,59.0,0,1,0,0
0.0598290598290598,0.8352941176470587,0.0,9,8.2,10.0,0,0,1,0
0.0085470085470085,0.8823529411764706,0.5888888888888889,3,8.6,63.0,1,0,0,0
0.094017094017094,0.6117647058823529,0.2888888888888889,13,6.3,36.0,1,0,0,0
0.017094017094017,0.6117647058823529,0.5555555555555556,4,6.3,60.0,0,0,1,0
0.017094017094017,0.788235294117647,0.3777777777777778,4,7.8,44.0,1,1,0,0
0.1709401709401709,0.7647058823529411,0.7777777777777778,22,7.6,80.0,0,0,1,0
0.0256410256410256,0.8235294117647058,0.0888888888888888,5,8.1,18.0,1,0,0,0
0.0427350427350427,0.8117647058823529,0.3555555555555555,7,8.0,42.0,1,0,0,0
0.0085470085470085,0.6235294117647059,0.3222222222222222,3,6.4,39.0,1,0,0,0
0.0256410256410256,0.8588235294117648,0.0,5,8.4,10.0,0,0,0,1
0.1367521367521367,0.6352941176470588,0.0333333333333333,18,6.5,13.0,0,0,1,0
0.0512820512820512,0.8117647058823529,0.7777777777777778,8,8.0,80.0,1,0,0,0
0.0085470085470085,0.6588235294117647,0.4666666666666667,3,6.7,52.0,1,0,0,0
0.0598290598290598,0.6588235294117647,0.0333333333333333,9,6.7,13.0,0,1,0,0
0.0769230769230769,0.5176470588235295,0.0,11,5.5,10.0,0,1,0,0
0.017094017094017,0.6941176470588235,0.3888888888888889,4,7.0,45.0,0,1,0,0
0.0341880341880341,0.6941176470588235,0.2777777777777778,6,7.0,35.0,0,0,0,1
0.0427350427350427,0.7058823529411764,0.5555555555555556,7,7.1,60.0,1,0,0,0
0.1282051282051282,0.6,0.2888888888888889,17,6.2,36.0,0,0,1,0
0.0512820512820512,0.6588235294117647,0.3777777777777778,8,6.7,44.0,1,0,0,0
0.0,0.5529411764705883,0.3444444444444444,2,5.8,41.0,1,0,0,0
0.0341880341880341,0.6823529411764706,0.5666666666666667,6,6.9,61.0,1,0,0,0
0.0,0.6,0.4666666666666667,2,6.2,52.0,0,0,1,0
0.0256410256410256,0.6588235294117647,0.4777777777777778,5,6.7,53.0,1,0,0,0
0.4273504273504274,0.7647058823529411,0.5222222222222221,52,7.6,57.0,0,1,0,0
0.017094017094017,0.7764705882352941,0.7444444444444445,4,7.7,77.0,0,1,0,0
0.0085470085470085,0.7058823529411764,0.4444444444444445,3,7.1,50.0,1,0,0,0
0.0,0.2941176470588235,0.3222222222222222,2,3.6,39.0,0,1,0,0
0.0427350427350427,0.7529411764705882,0.0,7,7.5,10.0,0,0,1,0
0.1794871794871795,0.9411764705882352,0.4666666666666667,23,9.1,52.0,1,0,0,0
0.1196581196581196,0.7294117647058823,0.611111111111111,16,7.3,65.0,0,1,0,0
0.0769230769230769,0.7058823529411764,0.3444444444444444,11,7.1,41.0,1,0,0,0
0.1282051282051282,0.7764705882352941,0.5222222222222221,17,7.7,57.0,0,1,0,0
0.0256410256410256,0.7294117647058823,0.6555555555555556,5,7.3,69.0,0,0,1,0
0.0085470085470085,0.7647058823529411,0.7555555555555555,3,7.6,78.0,1,0,0,0
0.0683760683760683,0.7176470588235294,0.0666666666666666,10,7.2,16.0,0,1,1,0
0.0085470085470085,0.7411764705882353,0.6555555555555556,3,7.4,69.0,1,0,0,0
0.017094017094017,0.788235294117647,0.3888888888888889,4,7.8,45.0,1,0,0,0
0.0341880341880341,0.8235294117647058,0.0,6,8.1,10.0,0,0,1,0
0.0341880341880341,0.8588235294117648,0.5888888888888889,6,8.4,63.0,0,1,0,1
0.0427350427350427,0.8705882352941177,0.3222222222222222,7,8.5,39.0,1,0,0,0
0.0598290598290598,0.3882352941176471,0.1888888888888888,9,4.4,27.0,0,0,1,0
0.0683760683760683,0.7764705882352941,0.6888888888888889,10,7.7,72.0,0,1,0,0
0.0341880341880341,0.6117647058823529,0.2222222222222222,6,6.3,30.0,0,0,1,0
0.094017094017094,0.7294117647058823,0.5111111111111111,13,7.3,56.0,1,0,0,0
0.0598290598290598,0.7058823529411764,0.0,9,7.1,10.0,0,0,1,0
0.017094017094017,0.6705882352941176,0.3888888888888889,4,6.8,45.0,1,0,0,0
0.017094017094017,0.8470588235294119,0.5333333333333333,4,8.3,58.0,0,0,1,0
0.1965811965811966,0.3411764705882353,0.4333333333333334,25,4.0,49.0,0,1,1,0
0.2136752136752137,0.6352941176470588,0.4444444444444445,27,6.5,50.0,0,0,0,1
0.0,0.6705882352941176,0.4666666666666667,2,6.8,52.0,1,0,0,0
0.094017094017094,0.7529411764705882,0.2555555555555556,13,7.5,33.0,0,0,1,0
0.0085470085470085,0.788235294117647,0.4333333333333334,3,7.8,49.0,1,0,0,0
0.1025641025641025,0.7176470588235294,0.611111111111111,14,7.2,65.0,1,1,1,0
0.0256410256410256,0.7764705882352941,0.6555555555555556,5,7.7,69.0,0,1,0,0
0.0598290598290598,0.4352941176470588,0.3111111111111111,9,4.8,38.0,0,0,0,1
0.0427350427350427,0.7529411764705882,0.7,7,7.5,73.0,1,0,0,0
0.1111111111111111,0.4588235294117647,0.5,15,5.0,55.0,0,1,0,0
0.0769230769230769,0.8588235294117648,0.3222222222222222,11,8.4,39.0,0,0,1,0
0.0512820512820512,0.4117647058823529,0.3333333333333333,8,4.6,40.0,1,0,0,1
0.0598290598290598,0.8117647058823529,0.7666666666666666,9,8.0,79.0,0,0,0,1
0.0256410256410256,0.6941176470588235,0.0444444444444444,5,7.0,14.0,0,1,1,0
0.0769230769230769,0.8823529411764706,0.3555555555555555,11,8.6,42.0,0,1,1,0
0.2222222222222222,0.7764705882352941,0.5888888888888889,28,7.7,63.0,1,0,0,0
0.3076923076923077,0.6117647058823529,0.3,38,6.3,37.0,0,0,1,0
0.017094017094017,0.6,0.3444444444444444,4,6.2,41.0,1,0,0,0
0.0256410256410256,0.8470588235294119,0.0,5,8.3,10.0,0,0,1,0
0.0683760683760683,0.5411764705882354,0.2888888888888889,10,5.7,36.0,0,0,1,0
